0,0,0,1854.72
0,0,100,1761.91
0,0,200,2060.64
0,0,300,1756.49
0,0,400,2161.38
0,0,500,2420.55
0,0,600,1698.49
0,0,700,2155.33
0,0,800,2107.89
0,0,900,2089.34
0,0,1000,1736.38
0,0,1100,1327.89
0,0,1200,1651.55
0,0,1300,2009.26
0,0,1400,1582.17
0,0,1500,1562.49
0,0,1600,1951.04
0,0,1700,1467.41
0,0,1800,1914.22
0,0,1900,1306.43
0,0,2000,1350.01
0,0,2100,1220.62
0,0,2200,1295.36
0,0,2300,1366.25
0,0,2400,1754.57
0,0,2500,1361.83
0,0,2600,1157.41
0,0,2700,1351.73
0,0,2800,1317.91
0,0,2900,1262.21
0,0,3000,1299.16
0,0,3100,1542.21
0,0,3200,1308.85
0,0,3300,1250.7
0,0,3400,1378.67
0,0,3500,1459.69
0,0,3600,1581.29
0,0,3700,1426.74
0,0,3800,1238.46
0,0,3900,1150.9
0,0,4000,1651.98
0,0,4100,1296.72
0,0,4200,1240.08
0,0,4300,1242.17
0,0,4400,1312.76
0,0,4500,1142.16
0,0,4600,1066.59
0,0,4700,963.166
0,0,4800,1141.96
0,0,4900,1210.36
0,0,5000,1010.79
0,0,5100,975.903
0,0,5200,954.177
0,0,5300,1000.23
0,0,5400,1025.16
0,0,5500,826.779
0,0,5600,1132.22
0,0,5700,886.887
0,0,5800,1100.88
0,0,5900,983.736
0,0,6000,966.601
0,0,6100,870.433
0,0,6200,967.61
0,0,6300,851.728
0,0,6400,978.435
0,0,6500,963.623
0,0,6600,784.135
0,0,6700,1116.34
0,0,6800,977.986
0,0,6900,975.92
0,0,7000,1004.03
0,0,7100,980.626
0,0,7200,931.156
0,0,7300,869.755
0,0,7400,891.362
0,0,7500,959.013
0,0,7600,913.835
0,0,7700,1005.66
0,0,7800,798.192
0,0,7900,854.14
0,0,8000,940.011
0,0,8100,1010.38
0,0,8200,884.8
0,0,8300,796.836
0,0,8400,778.84
0,0,8500,917.836
0,0,8600,754.466
0,0,8700,847.681
0,0,8800,782.07
0,0,8900,738.442
0,0,9000,851.48
0,0,9100,787.935
0,0,9200,805.083
0,0,9300,758.236
0,0,9400,846.246
0,0,9500,845.236
0,0,9600,879.73
0,0,9700,743.604
0,0,9800,740.505
0,0,9900,810.454
0,0,10000,848.997
0,0,10100,733.642
0,0,10200,787.706
0,0,10300,688.433
0,0,10400,747.899
0,0,10500,673.333
0,0,10600,703.204
0,0,10700,741.367
0,0,10800,716.037
0,0,10900,733.146
0,0,11000,629.779
0,0,11100,904.55
0,0,11200,651.576
0,0,11300,730.925
0,0,11400,767.908
0,0,11500,818.852
0,0,11600,769.2
0,0,11700,801.495
0,0,11800,754.183
0,0,11900,687.668
0,0,12000,744.578
0,0,12100,653.155
0,0,12200,666.875
0,0,12300,760.007
0,0,12400,594.488
0,0,12500,698.989
0,0,12600,713.998
0,0,12700,663.576
0,0,12800,727.753
0,0,12900,648.971
0,0,13000,634.436
0,0,13100,685.059
0,0,13200,566.376
0,0,13300,686.244
0,0,13400,622.29
0,0,13500,616.05
0,0,13600,699.827
0,0,13700,586.508
0,0,13800,584.254
0,0,13900,638.171
0,0,14000,645.374
